Question,Answer,Site,Hotel,Hotel_ID,Date
How to get there from the airport?,"The Ronald Regan Turnpike South is the fastest route from the airport to our hotel; the Turnpike will merge onto U.S. Highway 1 in Florida City.  When you enter Florida City, the Travelodge hotel is on the left behind the Denny's Restaurant.  You will not see our hotel from U.S. Highway 1, since the gas stations and Denny's Restaurant are in front of us.",TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Is it possible to reserve connecting rooms?,"You can call the hotel directly and we can confirm your reservations and have your rooms assign to connecting rooms.  If we are not able to assign connecting rooms to you, we can try and ensure the rooms assigned are side by side or close together.  We have a limited number of connecting rooms, so connecting-room-assignment is based on availability.",TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
"We (two mums) plan to travel together with three kids (7, 11 and 15 years) would it be possible to stay in one room with an extra bed or does this hotel have a 4-persons-maximun policy.",Our hotel policy is 4 persons to a room but we do make exceptions for our guests. Any children over the age of 13 are considered an adult but we do have rooms in our Interior Building which are larger with 2 Queen beds and even 2 King beds. We can accommodate you with a rollaway bed for an additional charge.,TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
How to get there from the Miami International Airport?,"The Ronald Regan Turnpike South is the fastest route from the airport to our hotel; the Turnpike will merge onto U.S. Highway 1 in Florida City.  When you enter Florida City, the Travelodge hotel is on the left behind the Denny's Restaurant.  You will not see our hotel from U.S. Highway 1, since the gas stations and Denny's Restaurant are in front of us.",TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
"My family and I plan to take a red-eye flight to Florida and stay at your hotel for several nights in December. Would we be able to check in early if there is an empty room available the morning of our stay? If not, where is the best place to hang out while waiting for check in?","Please call me between 10am-4pm The front desk staff is ready to assist you depending not the date of arrival and based on availability.

Christmas holidays and weekends are busy, however, if you call and ask to speak with the manager, we will try to make some arrangements and will do our best to get you checked in as early as possible.
",TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you have a fitness center?,"Yes, we do have a fitness center. It is located in the property adjacent to us called the Quality Inn.  Please stop by Travelodge's front desk and inquire about it and we will provide directions for how to get there. The fitness area is equipped with a couple of stationary bikes and a treadmill. There is also a bench and weights.",TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Are pets accepted?,We are not pet friendly.,TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you have the airport-hotel transfer service?,"We do not have a shuttle service (no airport shuttle, no local shuttle); best to use Uber of Lyft.",TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What is the distance between the hotel and Miami International Airport?,"Miami International Airport is 35 miles from our hotel.  Fort Lauderdale-Hollywood International Airport is 60 miles from our hotel.  Miami International Airport is about 30 miles north of us, but due to traffic maybe 45 minutes to an hour drive.  Plan for the possibility of extra drive time once you get your rental car.",TripAdvisor,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Is your pool heated?,Our swimming pool is seasonally heated.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Are the rooms soundproofed?,"If the TV is really on high volume or people are talking excessively loudly, you can hear in adjacent rooms and walkways.",Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
When is the latest check in time? We are about to arrive at Homestead around 2:00 A.M. in the morning. Can we still check in at that time?,We hold the rooms until 7am.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you have an outdoor grill on the property for guest use?,We do have an outdoor grill on the property adjacent to us called the Quality Inn and a very nice tiki hut with tables and chairs; you are welcome to use the outdoor grill and seating areas there.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What are the pool hours. Are you strict with pool hours or can kids jump in around 9pm.,"The swimming pool is open from dawn to dusk, daily.",Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you have truck parking?,"We do provide truck parking. Nevertheless, it is strongly advisable for you to give us a call before checking in, so we can reserve your parking spot based on availability.",Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Can you smoke on property? I understand no smoking in room or inside. ,"All of our rooms are non-smoking and on the ground-floor level. We have a variety of tiki huts on our property where you will be able to smoke.  Please be mindful of neighbors when smoking, especially the air conditioner intakes outside each room.  Smoking too close to a neighbors air conditioner intake can cause smoke to drift into their room.",Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you have to give a deposit? And if so how much would it be? And is it refundable? ,There is a deposit of $200 if you pay in cash or debit card.  The deposit is refundable as long as the room has no smoke smell or has no damage.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
I am going to have a pickup truck with a trailer attached. Do you have a spot for me to park?,"Yes, we have parking for a pickup truck with trailer. Please let us know how long the trailer is and call us ahead of time so we can make appropriate parking arrangements? ",Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do all your rooms have air conditioners?,All our rooms have air conditioning units.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Is breakfast included in the room rate?,"A hot buffet breakfast is included; in fact, breakfast is complementary.",Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Is an emotional support dog allowed?,Our property is not pet friendly but we do allow service animals. We do require a signed wavier at time of check in.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
How far are you from the Everglades National park entrance?,We are about a 10 to 12 minute drive from the Everglades National Park entrance.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
"I’m disabled, is it possible to be on the bottom floor close to the pool and no smoking?",We do not have any disabled room close to the pool but we can promise to give you a ground floor room.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Does the property have an elevator?,The hotel is only 1 story and thus has no elevator.,Booking.com,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
How far is the hotel from the Florida Keys?,"Situated near a national park, this hotel is 0.5 mi (0.8 km) from Florida Keys Outlet Marketplace and within 6 mi (10 km) of Homestead-Miami Speedway and Coral Castle Museum. Fruit and Spice Park and Homestead Air Force Base are also within 9 mi (15 km).",Expedia,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What time is check-in?,"Check-in is from 1:00 PM - midnight. A fee applies for early check-in (amount may vary, subject to availability). Late check-in is available during limited hours.",Expedia,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What time is check-out?,"Check-out is at 11 AM. Late check-out is available for a fee (amount may vary, subject to availability). If you checkout by 12 PM - it is free.  For every hours past 12 PM it is $10 plus tax, per hour up to 3 PM.  After 3 PM, it is a full day's charge.",Expedia,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
How far is the hotel from the Florida Keys?,"Situated near a national park, this motel is 0.5 mi (0.8 km) from Prime Outlets Florida City and 2.8 mi (4.4 km) from Homestead Town Square. Homestead-Miami Speedway and Coral Castle Museum are also within 6 mi (10 km).",Expedia,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you offer military discount?,We do have military discount.,Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What is the hotel's name?,The hotel's name is Travelodge Florida City / Homestead / Everglades.,Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What is the hotel's fax number?,The hotel's fax number is 305-248-9750.,Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What is the hotel's address?,"The hotel's address is 409 SE 1st Ave, Florida City, FL 33034.",Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Tell me a little about the hotel?,"Experience our immaculate rooms and grounds at the gateway to the Florida Keys. Get the best value and quality. We offer a convenient location too: South Beach (30 miles - 45 minutes by car), Key Largo, Everglades and Biscayne National Parks, golf courses, universities, shops, entertainment, Alligator Farm, the best restaurants and other attractions are close. Activities including snorkeling, air boat rides, skydiving and wine tasting are a short drive away. Our amenities are top-notch; our guests receive a free hot buffet breakfast, free high-speed Wi-Fi, heated (seasonal) outdoor pool and free parking. Enjoy fresh coffee available in our lobby from 6 A.M. to 11 P.M. Relax in one of our 88 newly-renovated guest rooms. Benefit from our 42-inch flat screen TV (with satellite channels), refrigerator, microwave, in-room coffee pods, all ground-floor rooms, and parking in front of your room. We are consistent Travelodge by Wyndham Franchisee of the Year Award winners.",Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you have a refrigerator?,We have a refrigerator in each room.,Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
"If I have a problem or issue, like a room with a bad odor/smell, unclean floor, lights not working, plumbing issue, hot water not working, or any problem whatsoever, what should I do?","If you have a problem in your room that is a maintenance issue or any other issue, please contact the front desk immediately (you can either dial 0 from your room phone, or call the front desk from a cell phone).  We will resolve the issue, and if we are not able to, we will provide you another room. Remember, your complete satisfaction is our #1 goal. We know you have choices of other hotels and highly appreciate you for selecting us. Since we value your patronage, it is very important to us that your stay will be a comfortable and enjoyable one. We take great pride in providing our guests with the utmost in professional and personalized service. All Wyndham Hotels are rated through guest surveys, which score each hotel on its accommodations, service, and hospitality.  You may receive a survey either via email, or through the mail, which has a grading scale with “10” being the highest level.  We are graded solely by the percentage of “10’s” awarded.  In other words, a score lower than “10” means we did not meet your standards.  If you feel that any part of your stay is not worthy of a “10” please allow us the opportunity to fix it while you are still here.  Simply dial “0” from any phone in the building to connect to Guest Services, or call the front desk.",Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What does W.I.T. stand for?,"The Travelodge by Wyndham Florida City/Homestead/Everglades is an award-winning hotel.  We have won Hotel of the Year and Franchisee of the Year awards lately.  The cultural foundation supporting our hotel is the ""Whatever It Takes"" mantra or as is abbreviated on our staff's badges ""W.I.T."".  W.I.T means the customer experience delivered at our hotel is necessarily that of comfort and joy.  The custom is based on anticipating what guests look for; for example, provide an umbrella to the guest if it is raining outside, or helping an elderly couple placing their luggage in the room.  The staff is trained to do everything possible to remedy any complaint. Maintenance will be dispatched immediately, if for example, a light bulb is not working or a fridge is not cooling.  Another key characteristic behind the W.I.T. philosophy of anticipating guests' needs is navigating guest stays in the local area by providing tailored and comprehensive information about local places to eat and attractions (Alligator Farm, Everglades National Park, Biscayne National Park, Homestead-Miami Speedway, Florida Keys, and Robert is Here Fruit Stand).  To that end, all the front desk clerks wear badges with the title ""Navigator."" We are minority-owned and family-owned for over 25 years and maintain an impeccable reputation on TripAdvisor and other online travel agencies (as rated by our guests).  Amenities such as free Wi-Fi, broad range of TV channels, microwaves, refrigerators, free hot buffet breakfast, seasonally-heated outdoor swimming pool, barbeque facilities, fitness center, free coffee, ground-floor rooms, and parking in front of rooms are some of many available that guests love.  The hotel's management act on guests’ constructive criticism as we continue to lead the pack.",Website,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What is your motto?,"At Travelodge by Wyndham Florida City/Homestead/Everglades, we do Whatever-it-Takes to deliver Clean,
Comfortable and Commendable accommodations.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What should I do if I have an emergency?,Please dial 911 for an emergency or contact the front desk. ,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What should I do if I have a housekeeping request?,"Please dial 0 from the room phone or call the front desk to request housekeeping.  Please notify us 24-hours in advance for any housekeeping requests.  Please call the hotel operator for early room make up service, extra linens, towels, or blankets.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Where can I get travel necessities?,"Please call the Front Desk for travel necessities such as shampoo, conditioner, comb, disposable razor, shaving cream, lotion, tooth brush, tooth paste, grooming kit, shower cap, deodorant and mouth wash. We sell local and European stamps at the Front Desk if you need to mail letters or postcards.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Is there an ATM nearby?,The nearest ATM service is located at the front desk / registration desk.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Where can I make copies or print documents?,Copy services are available at the Front Desk for a charge of 25¢ per copy. You may use the business center computers to print boarding passes at no charge. We also provide a capability to print documents from your mobile devices; please contact the Front Desk for instructions.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What type of credit cards do you accept?,"We accept American Express, Visa, Carte Blanche, Diners Club, Discover and MasterCard with chip.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you provide cribs?,"A limited number of cribs are available as a complimentary special request item through the Front Desk. Cribs are available as a complimentary special request item through the Front Desk. The number of available cribs is limited and will be provided on a first come, first served basis. A deposit is required for using a crib. Guests are required to sign a disclaimer for use of crib.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you provide facsimile (fax) services?,See the Front Desk for facsimile (fax) service. The per fax cost is 99¢.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What are the fire emergency procedures?,"The hotel is fully equipped with fire prevention devices. For your additional safety, please familiarize yourself with the fire alarm locations, exit routes and the fire safety guides.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Where can I inquire about toiletry items?,"If you are in need of an important toiletry item, contact the front desk.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
How may I contact the hotel operator?,"If you need assistance, touch 0 on the room telephone.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Where are the ice and vending machines located?,Ice and vending (snacks and soft drinks) machines located by the front entrance to the pool.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Do you have Wi-Fi?,"We have free high speed Internet access, including Wi-Fi throughout our hotel. Please contact the front desk for the password.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What should I do if I lost my key cards?,Please notify the Front Desk immediately should you lose your key card; the Front Desk will make you another key card. ,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
"What should I do with the key cards, upon checking-out?",Kindly return your key card to the front desk when you check-out.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What should I do if I lost or found something?,Please contact the front desk for articles lost or found.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What should I do about mail or any messages I receive?,Mail and messages received at the hotel may be collected by either calling or stopping by the front desk.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What are the parking rules?,"Complimentary parking is available for all registered hotel guests. The hotel cannot be responsible for items left in vehicles on the hotel property. Please do not park a second vehicle in front of room; if you have more than one vehicle, please contact front desk on where to park additional vehicles in order to avoid inconveniencing other guests.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What are some of the nearby places of worship?,"1. Life Pointe Church. Phone: 305-247-0889; Address: 27500 Old Dixie Hwy, Homestead.
2. Sacred Heart Catholic Church. Phone: 305‑247‑4405; Address: 106 S.E. 1st Drive, Homestead.
3. South Dade Baptist Church. Phone: 305‑247‑3516; Address: 17105 S.W. 296th Street, Homestead.
4. St. Paul Baptist Church. Phone: 305‑247‑4014; Address: 344 S.W. 4th Avenue, Homestead.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Where may I make a new reservation or inquire about an existing reservation?,"Reservations may be made by calling our hotel's phone number, or contact the front desk for assistance. You may call the front desk.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What are the fire safety policies and procedures?,"Please make yourself aware of the emergency procedures listed here to further enhance your safety and security. Take time to read and familiarize yourself with fire safety and escape
information.
Your Best Defense Against a Fire is to Plan Ahead. 
Learn the layout of your room and how to unlock the door in the dark. Put your room key and a flashlight close to where you sleep. In the event of fire, take your room key, flashlight and nothing else with you.
REMINDER
Do not smoke in bed. The most common cause of deadly hotel fires is smoking.
• Locate 2 exits nearest your room. Be sure they are unlocked and unblocked.
• When you hear an alarm, ACT, do not simply investigate.
• If the fire is in your room, get out and close the door. Alert your neighbors. Once out, report the fire and please proceed to the nearest ground-floor open area that is safely away from the fire.
• If the fire is not in your room, leave if you can. First, feel the door. If it is cool, open it slowly and go to the nearest exit. Crawl if there is smoke. Fresher air will be at the floor.
• If your door is hot, do not open it. Your room may be the safest place to be. Seal all cracks with wet towels. Shut off fans and air conditioners. Signal from your window. Call the fire department and wait to be rescued.
• If the smoke detector in your room beeps, please do not remove it. Dial 0 from room telephone and inform the front desk.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
What advice about safety do you have for the traveler?,"Your safety and the security of your personal property are of the utmost concern to those of us who welcome you as our guest. We urge you to take advantage of the following suggestions - we hope that these procedures will contribute to your comfort and well-being during your stay:
1. Do not answer the door in the hotel room without verifying who is there. If a person claims to be an employee, call the front desk and ask if someone from hotel staff is supposed to have access to your room and for what purpose. Do not admit persons to your room without first making identification. A peephole is provided in your door for your convenience. If there is any doubt about a person’s true identity, please contact the front desk.  Please do not allow any outside visitors into your room.
2. When returning to the hotel late in the evening, use the main entrance of the hotel. Be observant and look around before entering parking lots, and before leaving your vehicle.
3. Close the door securely whenever you are in your room and use all of the locking devices provided. For additional security while in your room, utilize the deadbolt lock provided on your door upon entering. This will prevent the door from being opened by a regular room key. As an additional precaution, please secure the safety chain or bar lock.
4. Do not needlessly display guest room keys in public or carelessly leave them on restaurant tables, at the swimming pool, or other places where they might be stolen. Safeguard your key. Be sure to leave it with the front desk upon departure. Do not leave the room key in your room or in the door. Do not give your room key to others.
5. Do not draw attention to yourself by displaying large amounts of cash or expensive jewelry.
6. Do not invite strangers to your room for any reason.
7. Place all valuables in the hotel's office safety deposit box.  Please contact the front desk to utilize the office safety deposit box.
8. Ensure that your car is locked, and do not leave any items of value in your car.
9. Check to see that any sliding glass doors or windows and any connecting room doors are locked.
10. If you are traveling with children, provide adult supervision and know their whereabouts at all times.
11. If you see any suspicious activity, please report your observations to the management.
12. Sometimes you may get suspicious calls to your room; if so, please do not give any personal or credit card information over the phone. Instead, please take down the caller’s phone number and request to call them back. Then, immediately call the Front Desk to verify if the call was legitimate.
13. For the safety of our guests and employees please observe signs for No Skateboarding, Bicycle Riding, Roller blading and Scooter Riding.
14. Please keep room door closed to keep mosquitoes out.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Are calls from the room free?,"All calls local and national/long distance (within-U.S.), are free. For outside line, touch 9 and wait for dial tone. You may make calls directly from your room, long distance or local, by following the instructions on the phone. If assistance is necessary, touch 0 for the front desk.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
How do I make a local or long distance call?,Please dial 9 + Area Code + Number from your room phone.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
How so I make international phone calls?,"You may make international phone calls using calling cards, which you may buy at the local convenience store or gas station.",Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
Will I get charged for toll-free number calls?,There is no charge for 800/888/877/866 calls.,Guest Directory,Travelodge Florida City-Homestead,32c52141-e66a-4019-9947-286d2b82f1b4,9/25/23
